"Number of daily smokers - both (IHME, GHDx (2012))",Entity,Code,Year
2059760,Bulgaria,BGR,2012
472464,Burkina Faso,BFA,1980
480470,Burkina Faso,BFA,1981
489166,Burkina Faso,BFA,1982
498932,Burkina Faso,BFA,1983
509557,Burkina Faso,BFA,1984
519935,Burkina Faso,BFA,1985
530824,Burkina Faso,BFA,1986
542938,Burkina Faso,BFA,1987
555632,Burkina Faso,BFA,1988
569168,Burkina Faso,BFA,1989
583978,Burkina Faso,BFA,1990
598463,Burkina Faso,BFA,1991
614201,Burkina Faso,BFA,1992
630950,Burkina Faso,BFA,1993
648859,Burkina Faso,BFA,1994
667791,Burkina Faso,BFA,1995
687083,Burkina Faso,BFA,1996
701346,Burkina Faso,BFA,1997
713930,Burkina Faso,BFA,1998
726338,Burkina Faso,BFA,1999
739313,Burkina Faso,BFA,2000
752134,Burkina Faso,BFA,2001
764324,Burkina Faso,BFA,2002
776310,Burkina Faso,BFA,2003
780171,Burkina Faso,BFA,2004
786561,Burkina Faso,BFA,2005
797067,Burkina Faso,BFA,2006
812302,Burkina Faso,BFA,2007
831870,Burkina Faso,BFA,2008
855086,Burkina Faso,BFA,2009
880741,Burkina Faso,BFA,2010
907978,Burkina Faso,BFA,2011
939331,Burkina Faso,BFA,2012
332883,Burundi,BDI,1980
339712,Burundi,BDI,1981
345683,Burundi,BDI,1982
351611,Burundi,BDI,1983
357526,Burundi,BDI,1984
365358,Burundi,BDI,1985
374073,Burundi,BDI,1986
383636,Burundi,BDI,1987
393264,Burundi,BDI,1988
401643,Burundi,BDI,1989
408474,Burundi,BDI,1990
413926,Burundi,BDI,1991
417754,Burundi,BDI,1992
419759,Burundi,BDI,1993
420392,Burundi,BDI,1994
419996,Burundi,BDI,1995
418971,Burundi,BDI,1996
417992,Burundi,BDI,1997
418687,Burundi,BDI,1998
422415,Burundi,BDI,1999
430131,Burundi,BDI,2000
442350,Burundi,BDI,2001
459123,Burundi,BDI,2002
479585,Burundi,BDI,2003
502851,Burundi,BDI,2004
528312,Burundi,BDI,2005
556406,Burundi,BDI,2006
586565,Burundi,BDI,2007
618694,Burundi,BDI,2008
652833,Burundi,BDI,2009
688354,Burundi,BDI,2010
725571,Burundi,BDI,2011
763740,Burundi,BDI,2012
894850,Cambodia,KHM,1980
900286,Cambodia,KHM,1981
918592,Cambodia,KHM,1982
946086,Cambodia,KHM,1983
976661,Cambodia,KHM,1984
1005948,Cambodia,KHM,1985
1032504,Cambodia,KHM,1986
1059277,Cambodia,KHM,1987
1087273,Cambodia,KHM,1988
1118170,Cambodia,KHM,1989
1153670,Cambodia,KHM,1990
1194552,Cambodia,KHM,1991
1239872,Cambodia,KHM,1992
1288607,Cambodia,KHM,1993
1335853,Cambodia,KHM,1994
1381898,Cambodia,KHM,1995
1425804,Cambodia,KHM,1996
1460788,Cambodia,KHM,1997
1495621,Cambodia,KHM,1998
1532030,Cambodia,KHM,1999
1570681,Cambodia,KHM,2000
1608745,Cambodia,KHM,2001
1647017,Cambodia,KHM,2002
1684589,Cambodia,KHM,2003
1719099,Cambodia,KHM,2004
1747146,Cambodia,KHM,2005
1777741,Cambodia,KHM,2006
1806321,Cambodia,KHM,2007
1832620,Cambodia,KHM,2008
1858134,Cambodia,KHM,2009
1888190,Cambodia,KHM,2010
1930612,Cambodia,KHM,2011
1992481,Cambodia,KHM,2012
411916,Cameroon,CMR,1980
422321,Cameroon,CMR,1981
433080,Cameroon,CMR,1982
444082,Cameroon,CMR,1983
455912,Cameroon,CMR,1984
468449,Cameroon,CMR,1985
481483,Cameroon,CMR,1986
494629,Cameroon,CMR,1987
508088,Cameroon,CMR,1988
522153,Cameroon,CMR,1989
536600,Cameroon,CMR,1990
551110,Cameroon,CMR,1991
565991,Cameroon,CMR,1992
581109,Cameroon,CMR,1993
596618,Cameroon,CMR,1994
612545,Cameroon,CMR,1995
629205,Cameroon,CMR,1996
639782,Cameroon,CMR,1997
649583,Cameroon,CMR,1998
660552,Cameroon,CMR,1999
673302,Cameroon,CMR,2000
687355,Cameroon,CMR,2001
702311,Cameroon,CMR,2002
717899,Cameroon,CMR,2003
733498,Cameroon,CMR,2004
742717,Cameroon,CMR,2005
753348,Cameroon,CMR,2006
765952,Cameroon,CMR,2007
781004,Cameroon,CMR,2008
798534,Cameroon,CMR,2009
818620,Cameroon,CMR,2010
840281,Cameroon,CMR,2011
865618,Cameroon,CMR,2012
7166130,Canada,CAN,1980
6990103,Canada,CAN,1981
6942431,Canada,CAN,1982
6906364,Canada,CAN,1983
6851889,Canada,CAN,1984
6794153,Canada,CAN,1985
6765748,Canada,CAN,1986
6689574,Canada,CAN,1987
6598797,Canada,CAN,1988
6527982,Canada,CAN,1989
6449225,Canada,CAN,1990
6393761,Canada,CAN,1991
6333063,Canada,CAN,1992
6270028,Canada,CAN,1993
6190721,Canada,CAN,1994
6099690,Canada,CAN,1995
6028022,Canada,CAN,1996
5904378,Canada,CAN,1997
5767848,Canada,CAN,1998
5592743,Canada,CAN,1999
5372251,Canada,CAN,2000
5131143,Canada,CAN,2001
4896329,Canada,CAN,2002
4681563,Canada,CAN,2003
4499679,Canada,CAN,2004
4361250,Canada,CAN,2005
4270240,Canada,CAN,2006
4230735,Canada,CAN,2007
4217761,Canada,CAN,2008
4242704,Canada,CAN,2009
4209177,Canada,CAN,2010
4171094,Canada,CAN,2011
4160166,Canada,CAN,2012
9955,Cape Verde,CPV,1980
9962,Cape Verde,CPV,1981
10145,Cape Verde,CPV,1982
10428,Cape Verde,CPV,1983
10723,Cape Verde,CPV,1984
10947,Cape Verde,CPV,1985
11097,Cape Verde,CPV,1986
11200,Cape Verde,CPV,1987
11291,Cape Verde,CPV,1988
11426,Cape Verde,CPV,1989
11651,Cape Verde,CPV,1990
11964,Cape Verde,CPV,1991
12349,Cape Verde,CPV,1992
12781,Cape Verde,CPV,1993
13237,Cape Verde,CPV,1994
13693,Cape Verde,CPV,1995
14139,Cape Verde,CPV,1996
14574,Cape Verde,CPV,1997
15027,Cape Verde,CPV,1998
15506,Cape Verde,CPV,1999
16034,Cape Verde,CPV,2000
16608,Cape Verde,CPV,2001
17232,Cape Verde,CPV,2002
17882,Cape Verde,CPV,2003
18505,Cape Verde,CPV,2004
19088,Cape Verde,CPV,2005
19592,Cape Verde,CPV,2006
20055,Cape Verde,CPV,2007
20527,Cape Verde,CPV,2008
21032,Cape Verde,CPV,2009
21584,Cape Verde,CPV,2010
22194,Cape Verde,CPV,2011
22855,Cape Verde,CPV,2012
109972,Central African Republic,CAF,1980
113458,Central African Republic,CAF,1981
117252,Central African Republic,CAF,1982
121010,Central African Republic,CAF,1983
124609,Central African Republic,CAF,1984
127768,Central African Republic,CAF,1985
130405,Central African Republic,CAF,1986
132452,Central African Republic,CAF,1987
134212,Central African Republic,CAF,1988
136139,Central African Republic,CAF,1989
138513,Central African Republic,CAF,1990
141446,Central African Republic,CAF,1991
144795,Central African Republic,CAF,1992
148440,Central African Republic,CAF,1993
152160,Central African Republic,CAF,1994
155864,Central African Republic,CAF,1995
159355,Central African Republic,CAF,1996
163142,Central African Republic,CAF,1997
167014,Central African Republic,CAF,1998
170720,Central African Republic,CAF,1999
174166,Central African Republic,CAF,2000
177345,Central African Republic,CAF,2001
180344,Central African Republic,CAF,2002
183295,Central African Republic,CAF,2003
186659,Central African Republic,CAF,2004
190544,Central African Republic,CAF,2005
194877,Central African Republic,CAF,2006
199795,Central African Republic,CAF,2007
205092,Central African Republic,CAF,2008
210536,Central African Republic,CAF,2009
216146,Central African Republic,CAF,2010
221779,Central African Republic,CAF,2011
227460,Central African Republic,CAF,2012
183784,Chad,TCD,1980
186768,Chad,TCD,1981
190017,Chad,TCD,1982
193562,Chad,TCD,1983
197524,Chad,TCD,1984
201835,Chad,TCD,1985
206593,Chad,TCD,1986
211837,Chad,TCD,1987
217252,Chad,TCD,1988
222840,Chad,TCD,1989
228596,Chad,TCD,1990
234287,Chad,TCD,1991
240207,Chad,TCD,1992
246404,Chad,TCD,1993
252976,Chad,TCD,1994
260096,Chad,TCD,1995
267654,Chad,TCD,1996
275256,Chad,TCD,1997
283402,Chad,TCD,1998
292377,Chad,TCD,1999
302215,Chad,TCD,2000
312708,Chad,TCD,2001
323846,Chad,TCD,2002
335601,Chad,TCD,2003
347067,Chad,TCD,2004
358696,Chad,TCD,2005
370591,Chad,TCD,2006
382316,Chad,TCD,2007
394405,Chad,TCD,2008
406912,Chad,TCD,2009
420213,Chad,TCD,2010
434156,Chad,TCD,2011
448334,Chad,TCD,2012
2650399,Chile,CHL,1980
2711960,Chile,CHL,1981
2779167,Chile,CHL,1982
2848293,Chile,CHL,1983
2917797,Chile,CHL,1984
2989474,Chile,CHL,1985
3063601,Chile,CHL,1986
3139090,Chile,CHL,1987
3217153,Chile,CHL,1988
3297825,Chile,CHL,1989
3382732,Chile,CHL,1990
3469204,Chile,CHL,1991
3553695,Chile,CHL,1992
3639119,Chile,CHL,1993
3726079,Chile,CHL,1994
3811405,Chile,CHL,1995
3894049,Chile,CHL,1996
3918566,Chile,CHL,1997
3943501,Chile,CHL,1998
3963035,Chile,CHL,1999
3965533,Chile,CHL,2000
3900000,Chile,CHL,2001
3832320,Chile,CHL,2002
3771233,Chile,CHL,2003
3674335,Chile,CHL,2004
3593736,Chile,CHL,2005
3540185,Chile,CHL,2006
3570236,Chile,CHL,2007
3630699,Chile,CHL,2008
3710267,Chile,CHL,2009
3786592,Chile,CHL,2010
3858663,Chile,CHL,2011
3923926,Chile,CHL,2012
182134868,China,CHN,1980
189686844,China,CHN,1981
197400824,China,CHN,1982
205085745,China,CHN,1983
212631495,China,CHN,1984
218120866,China,CHN,1985
223101113,China,CHN,1986
227722450,China,CHN,1987
232092410,China,CHN,1988
236188754,China,CHN,1989
240111211,China,CHN,1990
244015600,China,CHN,1991
248100064,China,CHN,1992
252423859,China,CHN,1993
256706521,China,CHN,1994
261196167,China,CHN,1995
265390895,China,CHN,1996
265903437,China,CHN,1997
265386344,China,CHN,1998
